Fiscal_Year,Accounting_Period,SortOrder,MakeBold,LevelNum,nodedesc,HSortOrder,NdId,NdDesc,BaseAmount,ShowBox,Show_Vertical_Line,Show_Top_Line,Show_Bottom_Line,ND_Header,ND_SortOrder
,,46,N,1,,12,22901,Total Banking [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),12,22901,Total Banking [L5],32236710446,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,12,22901,Total Banking [L5],5.64E+11,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,12,22901,Total Banking [L5],0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,12,22901,Total Banking [L5],,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,12,22901,Total Banking [L5],,N,Y,N,Y,Institutional Clients Group [L4],1
2015,7,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),12,22901,Total Banking [L5],17513425.85,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),12,22901,Total Banking [L5],131844149.7,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,53,Y,5,940210 - Total Past Due Loans (L1),12,22901,Total Banking [L5],149357575.6,N,Y,N,N,Institutional Clients Group [L4],1
,,54,Y,5,720000 - Servicing Assets Securitized (L1),12,22901,Total Banking [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,12,22901,Total Banking [L5],3.56E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,56,Y,5,760000 - Assets Under Management (L1),12,22901,Total Banking [L5],2.29E+11,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,1,Y,1,100002 - Indirect Assets (L1),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),13,20878,S&B -  Capital Advisors [L5],160417918,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,3,Y,5,115001 - Deposits with Banks (L2),13,20878,S&B -  Capital Advisors [L5],8983824,N,Y,N,N,Institutional Clients Group [L4],1
,,4,Y,5,120001 - Federal Funds Sold and Resales (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),13,20878,S&B -  Capital Advisors [L5],988,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,6,Y,5,130001 - Trading Account Assets (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),13,20878,S&B -  Capital Advisors [L5],12911821,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),13,20878,S&B -  Capital Advisors [L5],1408230305,N,Y,N,N,Institutional Clients Group [L4],1
,,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,10,Y,5,135001 - Investments (L2),13,20878,S&B -  Capital Advisors [L5],1421142126,N,Y,N,N,Institutional Clients Group [L4],1
,,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),13,20878,S&B -  Capital Advisors [L5],29569245,N,Y,N,N,Institutional Clients Group [L4],1
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),13,20878,S&B -  Capital Advisors [L5],29569245,N,Y,N,N,Institutional Clients Group [L4],1
,,16,Y,5,145001 - Allowance for Loan Losses (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,17,Y,5,150001 - Goodwill (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,18,Y,5,155001 - Intangible Assets (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),13,20878,S&B -  Capital Advisors [L5],10968,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),13,20878,S&B -  Capital Advisors [L5],2401570,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,22,N,10,160010 - Other Assets (L3),13,20878,S&B -  Capital Advisors [L5],310615590,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,23,Y,5,160001 - Other Assets (L2),13,20878,S&B -  Capital Advisors [L5],313028128,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,24,Y,1,100001 - Direct Assets (L1),13,20878,S&B -  Capital Advisors [L5],1933142229,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,25,Y,1,100000 - Assets,13,20878,S&B -  Capital Advisors [L5],1933142229,N,Y,N,N,Institutional Clients Group [L4],1
,,26,N,1,,13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,27,Y,5,210001 - Deposits (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),13,20878,S&B -  Capital Advisors [L5],773779209,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,30,Y,5,260001 - Long-Term Debt (L2),13,20878,S&B -  Capital Advisors [L5],545000000,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,31,N,10,270000 - Other Liabilities (L3),13,20878,S&B -  Capital Advisors [L5],127394395,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),13,20878,S&B -  Capital Advisors [L5],457499503,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,33,Y,5,270001 - Other Liabilities (L2),13,20878,S&B -  Capital Advisors [L5],584893898,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),13,20878,S&B -  Capital Advisors [L5],54557632,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,35,Y,1,200001 - Liabilities (L1),13,20878,S&B -  Capital Advisors [L5],1958230739,N,Y,N,N,Institutional Clients Group [L4],1
,,36,N,1,,13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,37,N,10,311001 - Preferred Stock (L3),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,38,N,10,320000 - Common Stock (L3),13,20878,S&B -  Capital Advisors [L5],6594077,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),13,20878,S&B -  Capital Advisors [L5],84673560,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,40,N,10,340000 - Retained Earnings (L3),13,20878,S&B -  Capital Advisors [L5],587239328,N,Y,N,N,Institutional Clients Group [L4],1
,,41,N,10,350000 - Treasury Stock (L3),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),13,20878,S&B -  Capital Advisors [L5],8492521,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),13,20878,S&B -  Capital Advisors [L5],686999486,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,44,Y,5,380001 - Non-Controlling Interest (L2),13,20878,S&B -  Capital Advisors [L5],311734037,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,45,Y,1,300001 - Total Equity (L1),13,20878,S&B -  Capital Advisors [L5],998733523,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),13,20878,S&B -  Capital Advisors [L5],-1023822033,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,13,20878,S&B -  Capital Advisors [L5],1933142229,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,13,20878,S&B -  Capital Advisors [L5],0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,13,20878,S&B -  Capital Advisors [L5],,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,13,20878,S&B -  Capital Advisors [L5],,N,Y,N,Y,Institutional Clients Group [L4],1
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,53,Y,5,940210 - Total Past Due Loans (L1),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
,,54,Y,5,720000 - Servicing Assets Securitized (L1),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,13,20878,S&B -  Capital Advisors [L5],172596391,N,Y,N,N,Institutional Clients Group [L4],1
,,56,Y,5,760000 - Assets Under Management (L1),13,20878,S&B -  Capital Advisors [L5],0,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,1,Y,1,100002 - Indirect Assets (L1),14,3742,Direct Custody Clearing [L7],9054804119,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),14,3742,Direct Custody Clearing [L7],537161462,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,3,Y,5,115001 - Deposits with Banks (L2),14,3742,Direct Custody Clearing [L7],212186839.7,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,4,Y,5,120001 - Federal Funds Sold and Resales (L2),14,3742,Direct Custody Clearing [L7],731606444.2,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),14,3742,Direct Custody Clearing [L7],332690456.9,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,6,Y,5,130001 - Trading Account Assets (L2),14,3742,Direct Custody Clearing [L7],226590953.1,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),14,3742,Direct Custody Clearing [L7],1198320195,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),14,3742,Direct Custody Clearing [L7],5529770.566,N,Y,N,N,Institutional Clients Group [L4],1
,,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,10,Y,5,135001 - Investments (L2),14,3742,Direct Custody Clearing [L7],1203849966,N,Y,N,N,Institutional Clients Group [L4],1
,,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),14,3742,Direct Custody Clearing [L7],284525701.1,N,Y,N,N,Institutional Clients Group [L4],1
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),14,3742,Direct Custody Clearing [L7],284525701.1,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,16,Y,5,145001 - Allowance for Loan Losses (L2),14,3742,Direct Custody Clearing [L7],-778717,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,17,Y,5,150001 - Goodwill (L2),14,3742,Direct Custody Clearing [L7],27832062.9,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,18,Y,5,155001 - Intangible Assets (L2),14,3742,Direct Custody Clearing [L7],16046069.75,N,Y,N,N,Institutional Clients Group [L4],1
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),14,3742,Direct Custody Clearing [L7],10208.385,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),14,3742,Direct Custody Clearing [L7],168574.589,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,22,N,10,160010 - Other Assets (L3),14,3742,Direct Custody Clearing [L7],888581239.8,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,23,Y,5,160001 - Other Assets (L2),14,3742,Direct Custody Clearing [L7],888760022.7,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,24,Y,1,100001 - Direct Assets (L1),14,3742,Direct Custody Clearing [L7],4460471261,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,25,Y,1,100000 - Assets,14,3742,Direct Custody Clearing [L7],13515275380,N,Y,N,N,Institutional Clients Group [L4],1
,,26,N,1,,14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,27,Y,5,210001 - Deposits (L2),14,3742,Direct Custody Clearing [L7],18666147160,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),14,3742,Direct Custody Clearing [L7],-42293297.16,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),14,3742,Direct Custody Clearing [L7],407442194,N,Y,N,N,Institutional Clients Group [L4],1
,,30,Y,5,260001 - Long-Term Debt (L2),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,31,N,10,270000 - Other Liabilities (L3),14,3742,Direct Custody Clearing [L7],91575195.37,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),14,3742,Direct Custody Clearing [L7],426463062.9,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,33,Y,5,270001 - Other Liabilities (L2),14,3742,Direct Custody Clearing [L7],518038258.2,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),14,3742,Direct Custody Clearing [L7],142381467.1,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,35,Y,1,200001 - Liabilities (L1),14,3742,Direct Custody Clearing [L7],19691715782,N,Y,N,N,Institutional Clients Group [L4],1
,,36,N,1,,14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,37,N,10,311001 - Preferred Stock (L3),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,38,N,10,320000 - Common Stock (L3),14,3742,Direct Custody Clearing [L7],6212834.209,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),14,3742,Direct Custody Clearing [L7],282420.367,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,40,N,10,340000 - Retained Earnings (L3),14,3742,Direct Custody Clearing [L7],2968603.961,N,Y,N,N,Institutional Clients Group [L4],1
,,41,N,10,350000 - Treasury Stock (L3),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),14,3742,Direct Custody Clearing [L7],168.67,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),14,3742,Direct Custody Clearing [L7],9464027.207,N,Y,N,N,Institutional Clients Group [L4],1
,,44,Y,5,380001 - Non-Controlling Interest (L2),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,45,Y,1,300001 - Total Equity (L1),14,3742,Direct Custody Clearing [L7],9464027.207,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),14,3742,Direct Custody Clearing [L7],-6185904430,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,14,3742,Direct Custody Clearing [L7],13515275380,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,14,3742,Direct Custody Clearing [L7],0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,14,3742,Direct Custody Clearing [L7],,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,14,3742,Direct Custody Clearing [L7],,N,Y,N,Y,Institutional Clients Group [L4],1
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,53,Y,5,940210 - Total Past Due Loans (L1),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,54,Y,5,720000 - Servicing Assets Securitized (L1),14,3742,Direct Custody Clearing [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,14,3742,Direct Custody Clearing [L7],1971240112,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,56,Y,5,760000 - Assets Under Management (L1),14,3742,Direct Custody Clearing [L7],3325022.823,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,1,Y,1,100002 - Indirect Assets (L1),15,16750,Investor Services [L7],15073308348,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),15,16750,Investor Services [L7],2890686977,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,3,Y,5,115001 - Deposits with Banks (L2),15,16750,Investor Services [L7],8100643198,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,4,Y,5,120001 - Federal Funds Sold and Resales (L2),15,16750,Investor Services [L7],37219426285,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),15,16750,Investor Services [L7],16988778909,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,6,Y,5,130001 - Trading Account Assets (L2),15,16750,Investor Services [L7],34983514324,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),15,16750,Investor Services [L7],18226999.06,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),15,16750,Investor Services [L7],16536555.13,N,Y,N,N,Institutional Clients Group [L4],1
,,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,10,Y,5,135001 - Investments (L2),15,16750,Investor Services [L7],34763554.19,N,Y,N,N,Institutional Clients Group [L4],1
,,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),15,16750,Investor Services [L7],2458432363,N,Y,N,N,Institutional Clients Group [L4],1
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),15,16750,Investor Services [L7],2458432363,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,16,Y,5,145001 - Allowance for Loan Losses (L2),15,16750,Investor Services [L7],-1777802,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,17,Y,5,150001 - Goodwill (L2),15,16750,Investor Services [L7],487125428.7,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,18,Y,5,155001 - Intangible Assets (L2),15,16750,Investor Services [L7],50556621.78,N,Y,N,N,Institutional Clients Group [L4],1
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),15,16750,Investor Services [L7],199542.025,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),15,16750,Investor Services [L7],3777578.655,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,22,N,10,160010 - Other Assets (L3),15,16750,Investor Services [L7],1030179796,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,23,Y,5,160001 - Other Assets (L2),15,16750,Investor Services [L7],1034156917,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,24,Y,1,100001 - Direct Assets (L1),15,16750,Investor Services [L7],1.04E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,25,Y,1,100000 - Assets,15,16750,Investor Services [L7],1.19E+11,N,Y,N,N,Institutional Clients Group [L4],1
,,26,N,1,,15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,27,Y,5,210001 - Deposits (L2),15,16750,Investor Services [L7],44250597827,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),15,16750,Investor Services [L7],7775288268,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),15,16750,Investor Services [L7],78594449175,N,Y,N,N,Institutional Clients Group [L4],1
,,30,Y,5,260001 - Long-Term Debt (L2),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,31,N,10,270000 - Other Liabilities (L3),15,16750,Investor Services [L7],73246416.98,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),15,16750,Investor Services [L7],401864990,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,33,Y,5,270001 - Other Liabilities (L2),15,16750,Investor Services [L7],475111407,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),15,16750,Investor Services [L7],-19205277479,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,35,Y,1,200001 - Liabilities (L1),15,16750,Investor Services [L7],1.12E+11,N,Y,N,N,Institutional Clients Group [L4],1
,,36,N,1,,15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,37,N,10,311001 - Preferred Stock (L3),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,38,N,10,320000 - Common Stock (L3),15,16750,Investor Services [L7],6242901,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),15,16750,Investor Services [L7],745606961.4,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,40,N,10,340000 - Retained Earnings (L3),15,16750,Investor Services [L7],3323464115,N,Y,N,N,Institutional Clients Group [L4],1
,,41,N,10,350000 - Treasury Stock (L3),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),15,16750,Investor Services [L7],26273230.92,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),15,16750,Investor Services [L7],4101587208,N,Y,N,N,Institutional Clients Group [L4],1
,,44,Y,5,380001 - Non-Controlling Interest (L2),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,45,Y,1,300001 - Total Equity (L1),15,16750,Investor Services [L7],4101587208,N,Y,N,N,Institutional Clients Group [L4],1
,,46,N,1,,15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,47,Y,5,370001 - Management Capital (L1),15,16750,Investor Services [L7],3327858717,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,48,Y,1,200000 - Total Liabilities & Equity,15,16750,Investor Services [L7],1.19E+11,N,Y,N,N,Institutional Clients Group [L4],1
,,49,N,1,,15,16750,Investor Services [L7],0,Y,N,N,N,Institutional Clients Group [L4],1
,,50.1,N,5,Average Loans,15,16750,Investor Services [L7],,N,Y,Y,N,Institutional Clients Group [L4],1
,,50.2,N,5,Average Deposits,15,16750,Investor Services [L7],,N,Y,N,Y,Institutional Clients Group [L4],1
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,53,Y,5,940210 - Total Past Due Loans (L1),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
,,54,Y,5,720000 - Servicing Assets Securitized (L1),15,16750,Investor Services [L7],0,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,15,16750,Investor Services [L7],1.54E+11,N,Y,N,N,Institutional Clients Group [L4],1
2015,7,56,Y,5,760000 - Assets Under Management (L1),15,16750,Investor Services [L7],1610174638,N,Y,N,Y,Institutional Clients Group [L4],1
,,0,N,1,,16,9900420,Other Markets & Securities Services [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
,,1,Y,1,100002 - Indirect Assets (L1),16,9900420,Other Markets & Securities Services [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
,,2,Y,5,110001 - Cash and Due from Banks (L2),16,9900420,Other Markets & Securities Services [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
,,3,Y,5,115001 - Deposits with Banks (L2),16,9900420,Other Markets & Securities Services [L6],0,N,Y,N,N,Institutional Clients Group [L4],1
